#id,name,request_email,notes,home_page,tag_string,valid_email,publication_scheme,_merge
accompagnement_personnes_agees-92075-01,Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Vanves,contact@fondation-odilon-lannelongue.fr,"Adresse : P.A.R.A Odilon-Lannelongue - 29 rue Diderot,92170,Vanves | Tél : 01 46 42 31 51 | Fax : ",http://www.fondation-odilon-lannelongue.fr,accompagnement_personnes_agees,True,,left_only
ademe-92062-01,Agence de lenvironnement et de la maîtrise de lénergie (ADEME) - Île-de-France,ademe.ile-de-france@ademe.fr,"Adresse : 6-8 rue Jean-Jaurès,92807,Puteaux Cedex | Tél : 01 49 01 45 47 | Fax : ",http://ile-de-france.ademe.fr,ademe,True,,left_only
adil-92012-01,Agence départementale d'information sur le logement (Adil) - Hauts-de-Seine - Boulogne,adil92@adil92.org,"Adresse : Maison du droit - 35 rue Paul-Bert,92100,Boulogne-Billancourt | Tél : 01 46 21 81 45 | Fax : ",http://www.adil92.org,adil,True,,left_only
adil-92050-01,Agence départementale d'information sur le logement (Adil) - Hauts-de-Seine - Nanterre,adil92@adil92.org,"Adresse : 5 boulevard des Bouvets,92000,Nanterre | Tél : 01 41 45 06 10 | Fax : 01 40 90 78 50",http://www.adil92.org,adil,True,,left_only
agefiph-92007-01,Agefiph - Île-de-France,ile-de-france@agefiph.asso.fr,"Adresse : Immeuble le Baudran - 21-37 rue de Stalingrad - 24-28 Villa-Baudran,94110,Arcueil | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 01 46 11 01 52",http://www.agefiph.fr,agefiph,True,,left_only
apec-92050-01,Association pour l'emploi des cadres (Apec) de La Défense,act.cour@apec.fr,"Adresse : Tour Ariane - 5 place de la Pyramide,92800,Puteaux | Tél : 08 09 36 12 12 / Numéro gris : service gratuit + prix dun appel (dépend de votre opérateur, pour connaître le tarif écoutez le message en début dappel) | Fax : ",http://www.apec.fr,apec,True,,left_only
bureau_de_douane-92036-01,Bureau de douane - Gennevilliers,r-gennevilliers@douane.finances.gouv.fr,"Adresse : 37 route Principale du Port - BP 237,92637,Gennevilliers Cedex | Tél : 09 70 27 25 00 | Fax : 01 47 98 01 40",,bureau_de_douane,True,,left_only
cg-92050-01,Conseil départemental - Hauts-de-Seine,cg92@hauts-de-seine.fr,"Adresse : Hôtel du département - 2-16 boulevard Soufflot,92000,Nanterre | Tél : 01 47 29 30 31 | Fax : 01 47 29 34 34",http://www.hauts-de-seine.net,cg,True,,left_only
chambre_metier-92050-01,Chambre de métiers et de l'artisanat (CMA) - Hauts-de-Seine,contact@cma-nanterre.fr,"Adresse : 17 bis rue des Venêts - BP 01410,92014,Nanterre | Tél : 01 47 29 43 43 | Fax : 01 47 29 43 00",http://www.cma92.fr,chambre_metier,True,,left_only
cidf-92012-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Hauts-de-Seine,info@cidff92bb.fr,"Adresse : 5 rue des Quatre-Cheminées,92100,Boulogne-Billancourt | Tél : 01 41 31 08 74 | Fax : ",,cidf,True,,left_only
cidf-92023-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Hauts-de-Seine,cidffclamart92@free.fr,"Adresse : 55 avenue Jean-Jaurès,92140,Clamart | Tél : 01 46 44 71 77 | Fax : ",http://www.hautsdeseine-clamart.cidff.info,cidf,True,,left_only
cidf-92050-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Hauts-de-Seine,cidff92nanterre@gmail.com,"Adresse : 71 rue des Fontenelles,92000,Nanterre | Tél : 01 71 06 35 50 | Fax : 01 49 06 94 69",http://hautsdeseine-nanterre.cidff.info,cidf,True,,left_only
cij-92002-01,Bureau information jeunesse - Antony,espace-jeunes@ville-antony.fr,"Adresse : 11 boulevard Pierre-Brossolette,92160,Antony | Tél : 01 40 96 73 77 | Fax : 01 40 96 73 62",http://www.ville-antony.fr,cij,True,,left_only
cij-92004-01,Point information jeunesse - Asnières,pij@mairieasnieres.fr,"Adresse : 250 rue du Ménil,92600,Asnières-sur-Seine | Tél : 01 47 92 73 15 | Fax : ",http://www.asnieres-sur-seine.fr,cij,True,,left_only
cij-92009-01,Bureau information jeunesse - Bois-Colombes,bij@bois-colombes.com,"Adresse : Espace Duflos - 79 rue Charles-Duflos,92270,Bois-Colombes | Tél : 01 84 11 74 48 | Fax : ",http://www.bois-colombes.com,cij,True,,left_only
cij-92012-01,Bureau information jeunesse - Boulogne-Billancourt,bij@mairie-boulogne-billancourt.fr,"Adresse : 24 bis avenue André-Morizet,92100,Boulogne-Billancourt | Tél : 01 55 18 61 47 | Fax : ",http://www.boulognebillancourt.com,cij,True,,left_only
cij-92019-01,Bureau information jeunesse - Châtenay-Malabry,capjeunes@chatenay-malabry.fr,"Adresse : Cap Jeunes - 64 rue Jean-Longuet,92290,Châtenay-Malabry | Tél : 01 55 52 14 00 | Fax : ",http://www.chatenay-malabry.fr,cij,True,,left_only
cij-92020-01,Bureau information jeunesse - Châtillon,bij@chatillon92.fr,"Adresse : Impasse Samson,92320,Châtillon | Tél : 01 42 31 83 50 | Fax : ",http://www.ville-chatillon.fr,cij,True,,left_only
cij-92022-01,Point information jeunesse - Chaville,jeunesse@ville-chaville.fr,"Adresse : 23 rue Carnot,92370,Chaville | Tél : 01 41 15 99 53 | Fax : ",http://www.ville-chaville.fr,cij,True,,left_only
cij-92023-01,Point information jeunesse - Clamart,jeunesse@clamart.fr,"Adresse : 44 route du Pavé-Blanc,92140,Clamart | Tél : 01 46 01 72 52 | Fax : 01 46 45 59 86",http://www.clamart.fr,cij,True,,left_only
cij-92024-01,Bureau information jeunesse - Clichy,bij@ville-clichy.fr,"Adresse : 61 rue Martre,92110,Clichy | Tél : 01 47 15 32 28 | Fax : 01 47 15 31 64",http://www.ville-clichy.fr,cij,True,,left_only
cij-92025-01,Bureau information jeunesse - Colombes,bijcolombes@yahoo.fr,"Adresse : 6 boulevard Edgar-Quinet,92700,Colombes | Tél : 01 47 60 82 60 | Fax : ",,cij,True,,left_only
cij-92026-01,Bureau information jeunesse - Courbevoie,bij.multimedia@ville-courbevoie.fr,"Adresse : 7 boulevard Aristide-Briand,92400,Courbevoie | Tél : 01 80 03 60 29 | Fax : 01 80 03 60 30",http://www.ville-courbevoie.fr,cij,True,,left_only
cij-92036-01,Bureau information jeunesse - Gennevilliers,espace.jeunesse@ville-gennevilliers.fr,"Adresse : 20 avenue Chandon,92230,Gennevilliers | Tél : 01 40 85 49 94 | Fax : ",http://www.ville-gennevilliers.fr,cij,True,,left_only
cij-92040-01,Bureau information jeunesse - Issy-les-Moulineaux,espace.jeunes@ville-issy.fr,"Adresse : 15 rue Diderot,92130,Issy-les-Moulineaux | Tél : 01 41 23 83 50 | Fax : ",http://www.clavim.asso.fr,cij,True,,left_only
cij-92044-01,Bureau information jeunesse - Levallois-Perret,espacejeunesse@ville-levallois.fr,"Adresse : 22 rue Rivay,92300,Levallois-Perret | Tél : 01 47 15 76 80 | Fax : ",http://www.info-jeunesse.fr,cij,True,,left_only
cij-92062-01,Bureau information jeunesse - Puteaux,bij@mairie-puteaux.fr,"Adresse : Espace Jules-Verne - 4 rue Marcelin-Berthelot,92800,Puteaux | Tél : 01 41 02 95 53 | Fax : ",http://www.puteaux.fr,cij,True,,left_only
cij-92063-01,Bureau information jeunesse - Rueil-Malmaison,bij@mairie-rueilmalmaison.fr,"Adresse : 16 rue Jean-Mermoz,92500,Rueil-Malmaison | Tél : 01 47 32 82 78 | Fax : ",,cij,True,,left_only
cij-92063-02,Bureau information jeunesse - Rueil-Malmaison,bij@mairie-rueilmalmaison.fr,"Adresse : 16 rue Jean-Mermoz,92500,Rueil-Malmaison | Tél : 01 47 32 82 78 | Fax : ",,cij,True,,left_only
cij-92072-01,Bureau information jeunesse - Sèvres,lescale@ville-sevres.fr,"Adresse : 51 Grande Rue,92310,Sèvres | Tél : 01 41 14 12 20 | Fax : ",http://www.sevres.fr,cij,True,,left_only
cij-92073-01,Bureau information jeunesse - Suresnes,bij@sij.asso.fr,"Adresse : 6 allée des Maraîchers,92150,Suresnes | Tél : 01 47 72 35 73 | Fax : ",http://www.sij.asso.fr,cij,True,,left_only
cij-92073-03,Point information jeunesse - Suresnes - Payret-Dortail,pijpayret@sij.asso.fr,"Adresse : 13 rue Maurice-Payret-Dortail,92150,Suresnes | Tél : 01 45 06 41 38 | Fax : ",http://www.sij.asso.fr,cij,True,,left_only
cij-92078-01,Bureau information jeunesse - Villeneuve-la-Garenne,bij@villeneuve92.com,"Adresse : 29 avenue de Verdun,92390,Villeneuve-la-Garenne | Tél : 01 41 21 48 99 | Fax : 01 82 64 39 08",,cij,True,,left_only
cio-92012-01,Centre dinformation et dorientation (CIO) - Boulogne-Billancourt,cio-boulogne@ac-versailles.fr,"Adresse : 10 rue Paul-Adolphe-Souriau,92100,Boulogne-Billancourt | Tél : 01 55 20 09 30 | Fax : ",http://www.orientation.ac-versailles.frcio-boulogne,cio,True,,left_only
cio-92023-01,Centre dinformation et dorientation (CIO) - Clamart,cio-clamart@ac-versailles.fr,"Adresse : 28 rue des Closiaux,92140,Clamart | Tél : 01 46 42 92 91 | Fax : ",http://www.ac-versailles.frcid108940/c-clamart.html,cio,True,,left_only
cio-92025-01,Centre dinformation et dorientation (CIO) - Colombes,ce.0920659s@ac-versailles.fr,"Adresse : 75 avenue Henri-Barbusse,92700,Colombes | Tél : 01 42 42 17 34 | Fax : ",http://www.ac-versailles.fr,cio,True,,left_only
cio-92036-01,Centre dinformation et dorientation (CIO) - Gennevilliers,ce.0921678z@ac-versailles.fr,"Adresse : 60 rue Georges-Corète,92230,Gennevilliers | Tél : 01 47 92 79 68 | Fax : ",http://www.ac-versailles.fr,cio,True,,left_only
cio-92049-01,Centre dinformation et dorientation (CIO) - Montrouge,cio-montrouge@ac-versailles.fr,"Adresse : Collège du Haut-Mesnil - 24 rue Arthur-Auger,92120,Montrouge | Tél : 01 46 57 24 75 | Fax : ",http://www.education.gouv.fr,cio,True,,left_only
cio-92050-01,Centre dinformation et dorientation (CIO) - Nanterre,cio-nanterre@ac-versailles.fr,"Adresse : 101 route de l'Empereur,92500,Rueil-Malmaison | Tél : 01 47 21 47 80 | Fax : ",http://www.ac-versailles.fr,cio,True,,left_only
cio-92062-01,Centre dinformation et dorientation (CIO) - Puteaux,cio-puteaux@ac-versailles.fr,"Adresse : 2 cours Maréchal-Leclerc,92800,Puteaux | Tél : 01 49 03 74 20 | Fax : 01 47 76 40 80",http://www.ac-versailles.fr,cio,True,,left_only
cio-92063-01,Centre dinformation et dorientation (CIO) - Rueil-Malmaison,cio-rueil@ac-versailles.fr,"Adresse : 101 route de l'Empereur,92500,Rueil-Malmaison | Tél : 01 47 49 43 00 | Fax : 01 47 08 96 08",http://www.ac-versailles.fr,cio,True,,left_only
clic-92002-01,Point d'information local dédié aux personnes âgées - Antony,clic@ville-antony.fr,"Adresse : Centre local d'information et de coordination - 81 rue Prosper-Legouté,92160,Antony | Tél : 01 40 96 31 70 | Fax : 01 40 96 72 49",,clic,True,,left_only
clic-92004-01,Point d'information local dédié aux personnes âgées - Asnières-sur-Seine,ccas-clic@maireiasnieres.fr,"Adresse : Centre local d'information et de coordination gérontologique - 5-7 rue de l'Alma,92600,Asnières-sur-Seine | Tél : 01 41 11 17 70 | Fax : 01 41 11 68 85",,clic,True,,left_only
clic-92009-01,Point d'information local dédié aux personnes âgées - Bois-Colombes,actionsociale@bois-colombes.com,"Adresse : Coordination gérontologique de Bois-Colombes - Centre d'action sociale - 79 rue Charles-Duflos,92270,Bois-Colombes | Tél : 01 41 19 83 47 | Fax : 01 41 19 83 29",http://www.bois-colombes.com,clic,True,,left_only
clic-92012-01,Point d'information local dédié aux personnes âgées - Boulogne-Billancourt,clic@mairie-boulogne-billancourt.fr,"Adresse : I'D - Centre local d'information et de coordination - 92 rue Gabriel-Charles-Voisin,92100,Boulogne-Billancourt | Tél : 01 55 18 47 82 | Fax : ",http://www.boulognebillancourt.com,clic,True,,left_only
clic-92014-01,Point d'information local dédié aux personnes âgées- Bourg-la-Reine,gerontologie@bourg-la-reine.fr,"Adresse : 6 boulevard Carnot - Centre Communal d'Action Social (CCAS) - Coordination gérontologique de Bourg-la-Reine,92340,Bourg-la-Reine | Tél : 01 41 87 23 77 | Fax : ",http://www.hauts-de-seine.fr/solidarites/personnes-agees/maintien-a-domicile/adresses-des-clic-et-coordinations-gerontologiques/,clic,True,,left_only
clic-92019-01,Point d'information local dédié aux personnes âgées - Châtenay-Malabry,coordination-gerontologie@chatenay-malabry.fr,"Adresse : Coordination gérontologique de Châtenay-Malabry - Espace prévention-santé - Square Henri-Sellier,92290,Châtenay-Malabry | Tél : 01 46 32 93 49 | Fax : 01 46 30 71 93",http://www.hauts-de-seine.frsolidarites/personnes-agees/maintien-a-domicile/adresses-des-clic-et-coordinations-gerontologiques,clic,True,,left_only
clic-92020-01,Point d'information local dédié aux personnes âgées - Châtillon,seniors.info@chatillon92.fr,"Adresse : Coordination gérontologique de Châtillon - 13 rue Henri-Gatinot,92320,Châtillon | Tél : 01 46 55 46 46 | Fax : ",http://www.hauts-de-seine.frsolidarites/personnes-agees/maintien-a-domicile/adresses-des-clic-et-coordinations-gerontologiques,clic,True,,left_only
clic-92024-01,Point d'information local dédié aux personnes âgées - Clichy,clic-clichy-saint-ouen@mairie-saint-ouen.fr,"Adresse : Centre local d'information et de coordination de Clichy - Antenne de Clichy - 90 bis rue Martre,92110,Clichy | Tél : 01 47 15 72 98 | Fax : ",,clic,True,,left_only
clic-92025-01,Point d'information local dédié aux personnes âgées - Colombes,clic@mairie-colombes.fr,"Adresse : Centre local d'information et de coordination - 36 rue du Maréchal-Joffre,92700,Colombes | Tél : 01 47 60 43 54 | Fax : 01 47 60 83 60",,clic,True,,left_only
clic-92026-01,Point d'information local dédié aux personnes âgées - Courbevoie,clicarchipel@wanadoo.fr,"Adresse : Centre local d'information et de coordination Archipel - 43 rue Kilford,92400,Courbevoie | Tél : 01 47 88 12 22 | Fax : 01 47 88 33 80",,clic,True,,left_only
clic-92032-01,Point d'information local dédié aux personnes âgées - Fontenay-aux-Roses,clic@valleesud.fr,"Adresse : Vallée sud grand Paris - 28 rue de la Redoute,92260,Fontenay-aux-Roses | Tél : 01 55 95 95 38 | Fax : ",http://www.valleesud.fr,clic,True,,left_only
clic-92036-01,Point d'information local dédié aux personnes âgées - Gennevilliers,aurelie.ranson@ville-gennevilliers.fr,"Adresse : Coordination gérontologique de Gennevilliers - 17 rue Victor-Hugo,92230,Gennevilliers | Tél : 01 40 85 66 66  | Fax : 01 40 85 61 32",http://www.hauts-de-seine.frsolidarites/personnes-agees,clic,True,,left_only
clic-92048-01,Point d'information local dédié aux personnes âgées - Meudon,contact.mad@mairie-meudon.fr,"Adresse : CCAS de Meudon - Pôle Senior - 6 place Le-Corbeiller,92190,Meudon | Tél : 01 41 14 82 53 | Fax : ",http://www.meudon.fr,clic,True,,left_only
clic-92051-01,Point d'information local dédié aux personnes âgées - Neuilly-sur-Seine,clic@ville-neuillysurseine.fr,"Adresse : Centre local d'information et de coordination - Espace solidarités séniors - 96 bis avenue Achille-Peretti,92200,Neuilly-sur-Seine | Tél : 01 40 88 87 07 | Fax : 01 40 88 88 77",,clic,True,,left_only
clic-92060-01,Point d'information local dédié aux personnes âgées - Le Plessis-Robinson,ccas@plessis-robinson.com,"Adresse : Hôtel de Ville - Coordination gérontologique du Plessis-Robinson - 3 place de la Mairie,92350,Le Plessis-Robinson | Tél : 01 46 01 43 21 | Fax : ",http://www.plessis-robinson.com,clic,True,,left_only
clic-92062-01,Coordination gérontologique - Puteaux,ccas@mairie-puteaux.fr,"Adresse : Centre communal d'action sociale - 102 bis rue de la République,92800,Puteaux | Tél : 01 46 92 95 25 | Fax : ",http://www.puteaux.frvie-sociale/ccas/les-4-poles-du-ccas,clic,True,,left_only
clic-92063-01,Point d'information local dédié aux personnes âgées - Rueil-Malmaison,clic@mairie-rueilmalmaison.fr,"Adresse : Maison d'autonomie - 10 ter rue d'Estiennes-d'Orves,92500,Rueil-Malmaison | Tél : 01 41 39 88 00 | Fax : 01 41 42 38 17",http://ccas-rueilmalmaison.fr,clic,True,,left_only
clic-92064-01,Point d'information local dédié aux personnes âgées - Saint-Cloud,gerico.clic@wanadoo.fr,"Adresse : Centre local d'information et de coordination Gérico - 38-40 boulevard de la République,92210,Saint-Cloud | Tél : 01 47 71 34 42 | Fax : 01 47 71 24 42",http://www.clicgerico.fr,clic,True,,left_only
clic-92071-01,Point d'information local dédié aux personnes âgées - Sceaux,veronique.simonaud@sceaux.fr,"Adresse : Coordination gérontologique de Sceaux - Hôtel de Ville - Centre communal d'action sociale - 122 rue Houdan,92330,Sceaux | Tél : 01 78 76 44 79 | Fax : ",,clic,True,,left_only
clic-92073-01,Point d'information local dédié aux personnes âgées - Suresnes,cgrandiere@ville-suresnes.fr,"Adresse : Coordination gérontologique de Suresnes - 7-9 rue du Mont-Valérien,92150,Suresnes | Tél : 01 41 18 38 57 | Fax : 01 41 18 38 51",http://suresnes.fr,clic,True,,left_only
commissariat_police-92004-01,Commissariat de police d'Asnières-sur-Seine,csp-asnieres-sur-seine-92@interieur.gouv.fr,"Adresse : 12 rue du Château,92600,Asnières-sur-Seine | Tél : 01 41 11 83 10 / appeler le 17 en cas d'urgence | Fax : 01 41 11 83 24",http://www.prefecturedepolice.interieur.gouv.fr,commissariat_police,True,,left_only
commissariat_police-92019-01,Commissariat de police de Châtenay-Malabry,commissariat-chatenay-malabry@interieur.gouv.fr,"Adresse : 28 rue du Docteur-le-Savoureux,92290,Châtenay-Malabry | Tél : 01 40 91 25 00 / appeler le 17 en cas d'urgence | Fax : ",http://www.prefecturedepolice.interieur.gouv.fr,commissariat_police,True,,left_only
commissariat_police-92036-01,Commissariat de police de Gennevilliers,commissariat-gennevilliers@interieur.gouv.fr,"Adresse : 19 avenue de la Libération,92230,Gennevilliers | Tél : 01 40 85 14 31 / appeler le 17 en cas d'urgence | Fax : ",http://www.police-nationale.interieur.gouv.fr,commissariat_police,True,,left_only
commissariat_police-92040-01,Commissariat de police d'Issy-les-Moulineaux,commissariat-issy-les-moulineaux@interieur.gouv.fr,"Adresse : 22 avenue Victor-Cresson,92130,Issy-les-Moulineaux | Tél : 01 46 48 14 00 / appeler le 17 en cas d'urgence | Fax : 01 46 48 14 14",http://www.prefecturedepolice.interieur.gouv.fr,commissariat_police,True,,left_only
commissariat_police-92048-01,Commissariat de police de Meudon,commissariat-meudon@interieur.gouv.fr,"Adresse : 94 rue de Paris,92190,Meudon | Tél : 01 41 14 79 00 / appeler le 17 en cas d'urgence | Fax : 01 41 14 79 05",http://www.prefecturedepolice.interieur.gouv.fr,commissariat_police,True,,left_only
commissariat_police-92050-02,Commissariat de police de Nanterre,commissariat-nanterre@interieur.gouv.fr,"Adresse : 54-56 rue du 19-Mars-01962,92000,Nanterre | Tél : 01 55 69 47 43 / appeler le 17 en cas d'urgence | Fax : 01 55 69 46 51",http://www.prefecturedepolice.interieur.gouv.fr,commissariat_police,True,,left_only
commissariat_police-92062-01,Commissariat de police de Puteaux,commissariat-puteaux@interieur.gouv.fr,"Adresse : 2 rue Chante-Coq,92800,Puteaux | Tél : 01 55 91 91 40 / appeler le 17 en cas d'urgence | Fax : 01 55 91 91 56",http://www.prefecturedepolice.interieur.gouv.fr,commissariat_police,True,,left_only
commissariat_police-92064-01,Commissariat de police de Saint-Cloud,commissariat-saint-cloud@interieur.gouv.fr,"Adresse : 27 rue Dailly,92210,Saint-Cloud | Tél : 01 41 12 84 00 / appeler le 17 en cas d'urgence | Fax : 01 41 12 84 33",http://www.prefecturedepolice.interieur.gouv.fr,commissariat_police,True,,left_only
commissariat_police-92072-01,Commissariat de police de Sèvres,92dtsp-ciat-sevres@rescom.interieur.gouv.fr,"Adresse : 4 avenue de lEurope,92310,Sèvres | Tél : 01 41 14 09 00 / appeler le 17 en cas d'urgence | Fax : 01 41 14 09 55",http://www.prefecturedepolice.interieur.gouv.fr,commissariat_police,True,,left_only
commissariat_police-92073-01,Commissariat de police de Suresnes,commissariat-suresnes@interieur.gouv.fr,"Adresse : 1 place du Moutier,92150,Suresnes | Tél : 01 46 25 03 00 / appeler le 17 en cas d'urgence | Fax : 01 46 25 03 07",http://www.prefecturedepolice.interieur.gouv.fr,commissariat_police,True,,left_only
commission_conciliation-92050-01,Commission départementale de conciliation -  Hauts-de-Seine,uthl92.drihl-if@developement-durable.gouv.fr,"Adresse : Direction régionale et interdepartementale de l'hébergement et du logement - 167-177, avenue Joliot-Curie - BP 102,92013,Nanterre Cedex | Tél : 01 40 97 28 14 | Fax : 01 40 97 28 22",http://www.drihl.ile-de-france.developement-durable.gouv.fr,commission_conciliation,True,,left_only
conciliateur_fiscal-92050-01,Conciliateur fiscal départemental - Hauts-de-Seine,conciliateurfiscal92@dgfip.finances.gouv.fr,"Adresse : BP 01412,92012,Nanterre Cedex | Tél : | Fax : ",http://www.impots.gouv.fr,conciliateur_fiscal,True,,left_only
ddcs-92050-01,Direction départementale de la cohésion sociale (DDCS) des Hauts-de-Seine,ddcs@hauts-de-seine.gouv.fr,"Adresse : 167-177, avenue Joliot-Curie,92013,Nanterre Cedex | Tél : 01 40 97 45 00 | Fax : 01 40 97 45 02",,ddcs,True,,left_only
ddpp-92050-01,Direction départementale de la protection des populations (DDPP) - Hauts-de-Seine,ddpp@hauts-de-seine.gouv.fr,"Adresse : Centre administratif départemental - 167, avenue Joliot-Curie,92013,Nanterre Cedex | Tél : 01 40 97 46 00 | Fax : 01 40 97 46 11",http://www.hauts-de-seine.gouv.fr,ddpp,True,,left_only
direccte_ut-92050-01,"Direction régionale des entreprises, de la concurrence, de la consommation, du travail et de l'emploi (DIRECCTE) - Unité territoriale - Hauts-de-Seine",idf-ud92.direction@direccte.gouv.fr,Adresse : 11 boulevard des Bouvets,,direccte_ut,True,,left_only
dreal_ut-92050-01,Direction régionale et interdépartementale de l'environnement et de l'énergie (DRIEE) - Ile-de-France - Unité départementale - Hauts-de-Seine,ud92.driee-if@developpement-durable.gouv.fr,"Adresse : 5 boulevard des Bouvets,92741,Nanterre | Tél : 01 56 38 02 60 | Fax : 01 46 95 15 01",http://www.driee.ile-de-france.developpement-durable.gouv.fr,dreal_ut,True,,left_only
fdc-92012-01,Fédération interdépartementale des chasseurs - Île-de-France,contact@ficif.com,"Adresse : 58 avenue du Général-Leclerc,92100,Boulogne-Billancourt | Tél : 01 55 60 18 70 | Fax : 01 55 60 07 15",http://www.ficif.com,fdc,True,,left_only
greta-92012-01,Greta 92 - Sud,greta.sud.92@ac-versailles.fr,"Adresse : 54 rue de Billancourt,92100,Boulogne-Billancourt | Tél : 01 46 99 92 92 | Fax : 01 46 99 08 92",http://www.greta.ac-versailles.fr,greta,True,,left_only
greta-92024-01,Greta - Hauts-de-Seine,contact@greta-92.fr,"Adresse : 41 rue des Trois-Fontanot,92000,Nanterre | Tél : 01 46 99 92 92 | Fax : ",http://www.greta-92.fr,greta,True,,left_only
hypotheque-92050-01,Service de la publicité foncière (SPF) - Nanterre 1,spf.nanterre1@dgfip.finances.gouv.fr,"Adresse : 235 avenue Georges-Clemenceau,92756,Nanterre Cedex | Tél : 01 41 37 84 58 | Fax : ",http://www.impots.gouv.fr,hypotheque,True,,left_only
hypotheque-92050-02,Service de la publicité foncière (SPF) - Nanterre 2,spf.nanterre2@dgfip.finances.gouv.fr,"Adresse : 235 avenue Georges-Clemenceau,92756,Nanterre Cedex | Tél : 01 41 37 84 62 | Fax : ",http://www.impots.gouv.fr,hypotheque,True,,left_only
hypotheque-92050-03,Service de la publicité foncière et de l'enregistrement (SPF) - Nanterre 3,spf.nanterre3@dgfip.finances.gouv.fr,"Adresse : 235 avenue Georges-Clemenceau,92756,Nanterre Cedex | Tél : 01 41 37 84 65 | Fax : ",http://www.impots.gouv.fr,hypotheque,True,,left_only
hypotheque-92075-01,Service de la publicité foncière (SPF) - Vanves 1,spf.vanves1@dgfip.finances.gouv.fr,"Adresse : 58 boulevard du Lycée,92175,Vanves | Tél : 01 41 09 38 00 | Fax : ",http://www.impots.gouv.fr,hypotheque,True,,left_only
hypotheque-92075-02,Service de la publicité foncière et de l'enregistrement (SPF) - Vanves 2,spf.vanves2@dgfip.finances.gouv.fr,"Adresse : 58 boulevard du Lycée,92175,Vanves | Tél : 01 41 09 38 25 | Fax : ",http://www.impots.gouv.fr,hypotheque,True,,left_only
inspection_academique-92050-01,Direction des services départementaux de l'Éducation nationale (DSDEN) - Hauts-de-Seine,ce.ia92@ac-versailles.fr,"Adresse : 167-177 avenue Frédéric-et-Irène-Joliot-Curie,92000,Nanterre | Tél : 01 71 14 29 29 | Fax : 01 47 25 38 35",http://www.ac-versailles.fr/dsden92/pid35439/accueil.html?dmenu=1,inspection_academique,True,,left_only
maia-92050-01,Mission d'accueil et d'information des associations (Maia) - Hauts-de-Seine,associations@hauts-de-seine.pref.gouv.fr,"Adresse : Direction départementale de la cohésion sociale - 167-177, avenue Joliot-Curie,92013,Nanterre Cedex | Tél : 01 40 97 45 04 | Fax : 01 40 97 45 02",http://www.associations.gouv.fr,maia,True,,left_only
mairie-92002-01,Mairie - Antony,webmaster@ville-antony.fr,"Adresse : Place de l'Hôtel-de-Ville - BP 60086,92161,Antony Cedex | Tél : 01 40 96 71 00 | Fax : 01 42 37 00 10",http://www.ville-antony.fr,mairie,True,,left_only
mairie-92004-01,Mairie - Asnières-sur-Seine,info@mairieasnieres.fr,"Adresse : 1 place de l'Hôtel-de-Ville - BP 217,92602,Asnières-sur-Seine Cedex | Tél : 01 41 11 12 13 | Fax : 01 41 11 68 43",http://www.asnieres-sur-seine.fr,mairie,True,,left_only
mairie-92007-01,Mairie - Bagneux,contact@mairie-bagneux.fr,"Adresse : 57 avenue Henri-Ravera,92220,Bagneux | Tél : 01 42 31 60 00 | Fax : 01 42 31 60 01",http://www.bagneux92.fr,mairie,True,,left_only
mairie-92009-01,Mairie - Bois-Colombes,bois-colombes@bois-colombes.com,"Adresse : 15 rue Charles-Duflos,92277,Bois-Colombes Cedex | Tél : 01 41 19 83 00 | Fax : 01 41 19 83 26",http://www.bois-colombes.com,mairie,True,,left_only
mairie-92014-01,Mairie - Bourg-la-Reine,mairie@bourg-la-reine.fr,"Adresse : 6 boulevard Carnot,92340,Bourg-la-Reine | Tél : 01 79 71 40 00 | Fax : 01 79 71 40 09",http://www.bourg-la-reine.fr,mairie,True,,left_only
mairie-92019-01,Mairie - Châtenay-Malabry,infos@chatenay-malabry.fr,"Adresse : 26 rue du Docteur-le-Savoureux,92290,Châtenay-Malabry | Tél : 01 46 83 46 83 | Fax : 01 46 83 45 61",http://www.chatenay-malabry.fr,mairie,True,,left_only
mairie-92020-01,Mairie - Châtillon,ville-chatillon@wanadoo.fr,"Adresse : 1 place de la Libération,92320,Châtillon | Tél : 01 42 31 81 81 | Fax : ",http://www.ville-chatillon.fr,mairie,True,,left_only
mairie-92022-01,Mairie - Chaville,secretariat.mairie@ville-chaville.fr,"Adresse : 01456 avenue Roger-Salengro,92370,Chaville | Tél : 01 41 15 40 00 | Fax : ",http://www.ville-chaville.fr,mairie,True,,left_only
mairie-92023-01,Mairie - Clamart,mairie@clamart.fr,"Adresse : Centre administratif - 1 avenue Jean-Jaurès,92140,Clamart | Tél : 01 46 62 35 35 | Fax : 01 46 62 36 36",http://www.clamart.fr,mairie,True,,left_only
mairie-92024-01,Mairie - Clichy,contact@ville-clichy.fr,"Adresse : 80 boulevard Jean-Jaurès - BP 300,92110,Clichy | Tél : 01 47 15 30 00 | Fax : ",http://www.ville-clichy.fr,mairie,True,,left_only
